Date,Region,Product,Customers,Revenue,Operating_Cost,Marketing_Cost,Profit
2023-03-10,West,Mortgage,468,101958,40586,4140,57232
2024-10-22,South,Mortgage,475,47288,67348,6217,-26277
2023-02-24,South,Credit Card,201,104834,54509,19108,31217
2024-04-23,West,Mortgage,75,176397,23801,18777,133819
2024-07-04,North,Mortgage,464,106977,37946,19847,49184
2023-03-10,North,Loan,392,182100,86261,17615,78224
2023-10-05,East,Mortgage,303,156422,51908,12164,92350
2022-02-26,East,Mortgage,435,39137,65546,15928,-42337
2024-08-21,South,Insurance,300,156441,55722,14756,85963
2024-09-03,North,Mortgage,216,155945,50311,6560,99074
2022-02-15,North,Credit Card,402,112161,58324,4155,49682
2023-02-21,South,Mortgage,189,138234,75767,12296,50171
2024-04-27,West,Credit Card,278,188588,46302,4179,138107
2022-05-19,North,Mortgage,122,184021,24190,19485,140346
2022-09-04,East,Credit Card,477,157217,31639,18223,107355
2022-08-18,South,Mortgage,348,105161,68957,7537,28667
2024-03-02,West,Credit Card,285,164653,72524,2995,89134
2023-09-29,East,Mortgage,244,45552,18278,11377,15897
2023-01-09,North,Loan,137,104843,77563,17301,9979
2024-01-08,West,Insurance,146,128592,34064,8690,85838
2024-12-24,East,Insurance,215,76291,39854,18910,17527
2022-03-29,South,Insurance,499,101825,77982,13058,10785
2023-12-14,West,Insurance,345,119612,82425,19427,17760
2023-08-24,West,Loan,455,165262,32085,16811,116366
2023-06-23,South,Loan,252,159643,65659,18164,75820
2022-08-02,North,Mortgage,496,82230,86489,7157,-11416
2022-03-15,North,Loan,236,196911,85868,11876,99167
2022-03-02,West,Insurance,324,127718,61706,3239,62773
2023-11-29,West,Investment,69,77408,31932,12249,33227
2022-01-12,West,Mortgage,424,175308,76255,2099,96954
2024-03-24,East,Credit Card,122,162464,41117,12153,109194
2022-02-01,West,Insurance,476,46891,49532,10292,-12933
2024-09-27,North,Insurance,491,79478,46122,9447,23909
2022-08-25,South,Insurance,387,58488,85980,5075,-32567
2023-07-12,South,Loan,410,163326,37599,6246,119481
2023-10-09,South,Credit Card,359,89463,71536,8162,9765
2024-09-13,West,Mortgage,131,113577,34844,4963,73770
2024-03-30,West,Insurance,345,22497,51900,7531,-36934
2023-04-18,South,Credit Card,405,154048,59415,5607,89026
2022-04-22,East,Investment,76,167926,66119,18346,83461
2023-01-18,East,Loan,190,162979,86791,13499,62689
2022-01-17,East,Insurance,96,49436,58593,18129,-27286
2023-05-08,East,Credit Card,161,44685,19824,16840,8021
2024-07-14,North,Credit Card,284,195912,46870,6219,142823
2022-04-27,South,Insurance,200,139077,21852,4560,112665
2024-05-29,North,Credit Card,424,131927,59550,3418,68959
2022-04-25,West,Credit Card,364,197355,37239,9858,150258
2024-03-24,East,Mortgage,382,82891,82119,17035,-16263
2023-10-06,East,Loan,175,86495,45620,12910,27965
2022-12-02,South,Mortgage,56,87095,62799,9197,15099
2024-07-10,East,Loan,99,35677,72992,7015,-44330
2022-05-27,South,Loan,409,148398,38764,6625,103009
2022-05-02,West,Mortgage,115,72925,74276,10377,-11728
2022-03-22,East,Insurance,436,130857,28792,8445,93620
2023-11-16,East,Credit Card,411,133633,64613,16354,52666
2023-10-24,North,Investment,216,150110,47171,13275,89664
2023-01-10,South,Mortgage,301,155834,39088,17577,99169
2022-03-04,South,Mortgage,312,38451,49657,12643,-23849
2023-05-19,East,Insurance,245,32027,10606,4565,16856
2023-10-30,North,Credit Card,232,159220,27733,7510,123977
2023-03-25,East,Mortgage,313,194146,50394,8454,135298
2024-05-17,South,Investment,337,157580,70797,8624,78159
2023-11-11,South,Credit Card,324,162224,16358,12185,133681
2023-04-06,East,Mortgage,167,146050,53846,19531,72673
2023-04-04,West,Mortgage,445,114868,84168,12766,17934
2023-04-09,East,Loan,362,166384,84307,14572,67505
2024-06-30,North,Loan,443,55999,42084,8342,5573
2023-01-14,South,Mortgage,396,133455,27693,7921,97841
2024-10-22,South,Insurance,326,150725,69166,19875,61684
2022-12-30,East,Loan,453,65083,22926,4142,38015
2022-03-13,West,Mortgage,426,38897,87267,18278,-66648
2023-09-30,South,Credit Card,181,167131,61693,16406,89032
2022-12-03,East,Investment,196,38245,85496,2758,-50009
2022-07-14,West,Loan,78,176869,85365,2566,88938
2024-10-08,East,Mortgage,376,107248,36436,9116,61696
2023-10-15,East,Loan,369,164820,89814,15094,59912
2022-01-07,East,Credit Card,274,87849,70116,17640,93
2024-06-23,South,Insurance,188,69921,60720,18481,-9280
2024-09-05,West,Mortgage,338,154634,62179,8403,84052
2023-07-20,North,Credit Card,330,128453,26392,17575,84486
2023-09-08,North,Investment,466,194336,82455,18705,93176
2023-07-27,South,Mortgage,75,115065,26586,4945,83534
2023-08-22,South,Investment,341,93419,86038,4445,2936
2024-02-09,East,Insurance,316,61032,72612,2689,-14269
2022-08-30,East,Mortgage,335,98860,72555,14197,12108
2024-02-05,West,Mortgage,362,148504,22852,6315,119337
2023-01-19,East,Credit Card,146,57888,88350,12901,-43363
2023-01-26,West,Loan,187,29374,79067,15097,-64790
2024-06-14,East,Mortgage,330,91164,38100,19888,33176
2023-11-19,East,Insurance,145,153314,82903,10933,59478
2022-02-16,North,Mortgage,106,47959,50909,11459,-14409
2023-09-11,South,Mortgage,172,28594,66707,10632,-48745
2023-04-09,West,Mortgage,280,124451,56035,9845,58571
2022-05-03,North,Mortgage,339,20764,10661,3288,6815
2022-05-14,East,Insurance,135,77115,20217,15143,41755
2024-04-20,North,Credit Card,359,32409,88371,2964,-58926
2024-04-28,West,Loan,100,39386,35440,2827,1119
2023-08-30,South,Insurance,277,84195,33742,4470,45983
2022-01-23,North,Insurance,55,43510,16619,16170,10721
2023-07-20,West,Investment,492,47338,84815,10156,-47633
2024-02-05,East,Loan,359,33552,15571,7435,10546
2024-08-22,North,Credit Card,322,23124,71111,15999,-63986
2022-08-23,South,Credit Card,459,154267,89629,19710,44928
2024-09-22,West,Investment,393,110421,64913,6872,38636
2024-12-18,South,Investment,442,190835,45812,7967,137056
2024-04-05,East,Insurance,51,162224,32254,2090,127880
2022-08-04,South,Credit Card,325,157913,24717,8465,124731
2023-10-19,East,Credit Card,140,140844,69838,6539,64467
2024-07-23,East,Credit Card,311,186096,14370,7297,164429
2022-11-07,North,Insurance,291,96851,35096,11175,50580
2023-07-11,East,Credit Card,424,28078,31792,19282,-22996
2024-08-29,South,Mortgage,295,58787,64398,18239,-23850
2022-09-14,North,Investment,128,151921,58755,11145,82021
2023-06-17,East,Investment,360,44682,60281,5139,-20738
2022-02-21,West,Investment,353,71823,58618,8685,4520
2024-12-26,West,Investment,107,110231,13648,11282,85301
2022-10-27,East,Mortgage,274,26210,37220,2185,-13195
2023-11-03,North,Loan,475,178682,48968,16412,113302
2024-02-17,North,Credit Card,251,132721,66039,10329,56353
2024-04-11,North,Investment,454,191984,78887,18149,94948
2022-08-20,South,Credit Card,55,74968,10613,10894,53461
2024-09-01,West,Credit Card,79,50583,82808,10365,-42590
2024-12-27,East,Mortgage,200,25788,57043,10484,-41739
2022-01-28,East,Credit Card,85,52686,50965,2788,-1067
2024-12-10,West,Investment,159,68755,63186,13650,-8081
2023-08-14,South,Credit Card,170,54929,88881,11618,-45570
2024-02-24,North,Mortgage,290,192791,42628,2206,147957
2023-09-12,West,Investment,308,152718,35114,13031,104573
2023-08-09,East,Mortgage,139,114661,34081,15256,65324
2024-09-28,South,Insurance,467,66015,54661,11350,4
2022-07-03,East,Loan,79,159495,28903,8106,122486
2024-11-12,North,Credit Card,286,128090,85359,10317,32414
2022-05-09,West,Credit Card,420,182564,21988,19806,140770
2022-10-18,North,Credit Card,219,102481,43323,5563,53595
2023-05-16,South,Insurance,198,141147,86641,10916,43590
2022-07-05,West,Loan,423,21806,14342,13337,-5873
2023-04-24,North,Mortgage,137,86411,18508,18470,49433
2023-05-07,North,Insurance,53,176640,86874,13780,75986
2023-05-28,North,Insurance,482,62516,61439,13962,-12885
2024-12-26,South,Investment,301,106273,64867,4757,36649
2023-04-12,North,Insurance,481,80915,62981,16357,1577
2022-10-12,East,Insurance,100,126065,41474,6123,78468
2023-08-24,West,Credit Card,73,167372,50395,7232,109745
2022-07-08,West,Investment,95,75958,72575,9693,-6310
2024-09-15,North,Mortgage,165,28616,14164,13439,1013
2024-06-08,South,Loan,76,87136,41713,8022,37401
2023-01-23,East,Mortgage,144,50207,11385,6302,32520
2022-08-29,East,Investment,416,152412,52977,19311,80124
2023-02-21,West,Credit Card,484,45205,71725,10853,-37373
2022-06-25,West,Loan,148,81573,64714,14589,2270
2023-01-22,East,Mortgage,165,136753,32678,8996,95079
2024-05-02,West,Loan,325,191774,75021,4770,111983
2023-10-25,North,Loan,385,118471,31987,19036,67448
2023-03-28,East,Loan,144,81356,71880,6077,3399
2022-10-04,West,Insurance,248,93744,39592,10557,43595
2022-08-01,North,Investment,195,152617,23487,17403,111727
2022-02-10,North,Investment,441,37914,74540,16615,-53241
2022-10-21,East,Credit Card,204,23813,16740,8140,-1067
2023-08-23,North,Mortgage,319,21497,83542,18839,-80884
2023-06-25,East,Credit Card,451,151614,86328,6326,58960
2023-03-27,North,Mortgage,370,132945,20046,4609,108290
2024-12-20,East,Loan,464,102298,12478,16289,73531
2024-02-29,East,Mortgage,325,24435,41331,4617,-21513
2022-11-30,East,Mortgage,375,24302,23662,13951,-13311
2024-06-09,East,Loan,305,64453,12963,8884,42606
2022-02-13,North,Credit Card,94,146343,41213,12079,93051
2022-05-24,East,Mortgage,50,127341,35746,2071,89524
2022-11-29,West,Credit Card,196,154924,79329,4911,70684
2024-09-24,North,Credit Card,344,139509,77996,10083,51430
2022-02-24,East,Investment,424,118977,50318,18409,50250
2024-05-19,North,Loan,204,121824,40470,16928,64426
2024-03-07,North,Loan,105,198020,70318,2873,124829
2022-11-21,North,Insurance,449,96767,21813,15726,59228
2022-03-21,North,Credit Card,275,22057,59768,16417,-54128
2024-11-20,East,Insurance,56,81789,28369,9953,43467
2024-09-11,North,Loan,69,83208,25310,11108,46790
2023-07-12,West,Loan,208,130454,29733,5512,95209
2024-05-14,North,Insurance,389,48888,51674,13746,-16532
2023-12-18,North,Loan,128,124451,18709,3577,102165
2023-04-17,West,Loan,458,165044,23163,4365,137516
2022-03-15,East,Investment,415,118172,84434,6125,27613
2023-08-12,West,Mortgage,50,111836,72449,2060,37327
2023-07-18,South,Investment,450,120957,12295,10758,97904
2023-04-12,West,Mortgage,385,82027,89212,12499,-19684
2023-08-22,East,Investment,278,158328,31821,16959,109548
2024-09-18,West,Investment,262,51541,51740,11414,-11613
2024-01-07,North,Credit Card,332,78173,75006,6191,-3024
2024-09-20,East,Insurance,297,149298,58831,13872,76595
2022-09-05,South,Investment,168,80929,48446,16654,15829
2022-03-08,East,Credit Card,428,92285,38859,19228,34198
2023-07-27,North,Investment,276,129880,48693,7439,73748
2023-12-04,South,Insurance,73,123410,81773,7264,34373
2023-04-15,East,Credit Card,239,174882,74181,17863,82838
2023-05-08,East,Mortgage,357,37686,56043,18453,-36810
2023-10-25,North,Insurance,356,92269,88118,17486,-13335
2022-10-13,West,Loan,499,90341,54796,4554,30991
2022-11-08,West,Credit Card,106,34661,58147,3073,-26559
2022-11-05,South,Loan,360,30152,23049,12997,-5894
2024-02-14,North,Credit Card,358,103620,26156,17602,59862
2024-08-22,North,Mortgage,138,142374,20655,3494,118225
2023-04-01,West,Credit Card,324,47596,40258,11623,-4285
2022-05-12,West,Investment,158,114217,45975,6536,61706
2024-07-18,South,Loan,190,79766,37284,9537,32945
2024-08-22,West,Loan,334,135333,12710,3953,118670
2024-07-17,South,Credit Card,439,27619,89986,8424,-70791
2022-05-01,East,Investment,425,54759,71362,12208,-28811
2023-09-26,South,Investment,293,49805,31338,3126,15341
2024-06-15,South,Credit Card,434,35791,77065,12019,-53293
2024-02-11,South,Insurance,457,105292,75715,3059,26518
2024-11-28,East,Mortgage,123,24747,45463,19610,-40326
2023-07-20,West,Credit Card,404,137829,30804,10184,96841
2023-05-27,South,Investment,311,51636,54832,19151,-22347
2022-10-16,West,Mortgage,225,73471,55245,13229,4997
2022-07-19,South,Credit Card,453,165631,60112,9144,96375
2023-06-12,West,Mortgage,279,169210,50126,6367,112717
2024-07-05,South,Insurance,125,20750,12775,4123,3852
2024-12-21,West,Investment,372,51350,21429,9726,20195
2024-03-09,North,Insurance,232,53610,11281,3717,38612
2024-12-01,East,Insurance,323,116469,55291,2057,59121
2022-01-12,South,Investment,326,170870,44185,3756,122929
2024-04-12,East,Insurance,276,77110,10740,2794,63576
2024-04-20,South,Credit Card,497,38687,33105,4109,1473
2023-10-05,North,Credit Card,214,145594,14555,7072,123967
2022-04-16,North,Mortgage,324,70657,29470,10246,30941
2023-11-22,East,Credit Card,266,168883,43238,18794,106851
2023-06-12,South,Credit Card,361,171310,33411,18992,118907
2024-04-25,West,Mortgage,239,197539,52961,7487,137091
2024-06-11,South,Loan,67,66108,39500,4341,22267
2023-01-22,West,Investment,281,178390,37294,10165,130931
2023-04-26,East,Credit Card,463,24071,70660,15090,-61679
2023-02-12,East,Mortgage,233,87910,60341,11491,16078
2024-06-16,North,Insurance,155,98901,64940,15593,18368
2023-12-12,West,Insurance,292,189449,19421,9021,161007
2023-10-01,South,Credit Card,475,79808,27528,10385,41895
2024-11-10,North,Investment,102,72957,74999,11989,-14031
2024-03-25,East,Mortgage,275,138623,21800,2697,114126
2024-07-06,North,Mortgage,251,66077,79275,8016,-21214
2022-07-22,South,Mortgage,135,31812,38258,6138,-12584
2023-02-21,South,Mortgage,99,137964,79469,6146,52349
2023-02-20,East,Mortgage,432,113062,81163,12543,19356
2022-03-26,North,Investment,309,41558,23530,14578,3450
2022-06-16,West,Mortgage,368,153342,50135,3221,99986
2023-01-19,West,Investment,244,95883,18047,7355,70481
2023-04-13,West,Investment,418,190701,83810,16245,90646
2024-12-31,South,Investment,297,37067,63120,19307,-45360
2024-03-20,North,Insurance,105,103963,23164,11799,69000
2024-09-23,West,Loan,226,70684,27259,14376,29049
2023-04-18,North,Credit Card,199,88613,18184,3561,66868
2024-09-19,East,Insurance,445,118810,11564,3806,103440
2022-10-02,West,Loan,482,193854,54093,9654,130107
2024-11-09,North,Insurance,62,78538,73885,8988,-4335
2023-05-05,South,Investment,410,163552,80966,16522,66064
2022-11-22,East,Investment,338,88339,23611,12040,52688
2023-06-13,East,Mortgage,480,90835,37819,12730,40286
2024-06-10,East,Investment,113,167164,42922,3664,120578
2022-03-30,East,Insurance,388,114717,11115,2138,101464
2023-05-01,South,Credit Card,154,188393,35755,3566,149072
2023-12-09,South,Investment,450,24662,87828,13430,-76596
2022-12-16,West,Loan,288,53737,22287,6450,25000
2023-01-22,South,Insurance,83,50545,50126,2946,-2527
2022-03-28,South,Loan,373,151333,23862,15364,112107
2022-11-03,East,Mortgage,88,117078,47971,19523,49584
2023-03-16,South,Mortgage,274,67976,39550,19384,9042
2024-01-10,East,Credit Card,178,187439,40107,7419,139913
2022-09-21,North,Insurance,182,105879,35994,5136,64749
2024-09-03,North,Credit Card,89,165983,24548,3231,138204
2024-01-05,North,Loan,368,65308,82150,7872,-24714
2023-02-25,North,Credit Card,434,136227,55276,18492,62459
2023-05-08,North,Loan,468,132258,28466,14031,89761
2023-09-25,North,Credit Card,270,54574,14921,19396,20257
2024-09-19,North,Mortgage,450,149383,69126,16286,63971
2023-02-15,East,Insurance,143,65123,46061,2583,16479
2022-06-22,East,Credit Card,148,47050,84427,9107,-46484
2022-01-04,East,Loan,109,34160,32101,13000,-10941
2024-05-03,East,Insurance,178,105607,77159,6125,22323
2024-09-12,South,Mortgage,181,84577,42697,3442,38438
2024-11-26,South,Mortgage,442,57558,35229,17749,4580
2023-08-06,West,Investment,350,131788,30736,6453,94599
2024-11-20,South,Insurance,465,102720,78086,14884,9750
2023-01-16,East,Credit Card,118,31467,53377,11596,-33506
2024-10-31,East,Mortgage,63,114362,11292,10967,92103
2022-12-10,North,Credit Card,484,97322,39858,2730,54734
2022-06-15,North,Credit Card,200,112969,18071,18672,76226
2023-12-01,West,Loan,223,103405,67626,11291,24488
2022-12-08,South,Credit Card,460,73325,79265,18682,-24622
2024-11-08,East,Investment,394,140935,19272,2745,118918
2024-09-06,South,Insurance,341,83765,55435,18115,10215
2023-06-29,West,Insurance,245,101544,14977,8614,77953
2024-10-30,North,Loan,81,139502,41752,14213,83537
2022-07-11,East,Investment,122,34048,64074,16829,-46855
2022-11-16,North,Investment,243,48728,79314,9538,-40124
2023-08-03,East,Insurance,475,126834,36104,2163,88567
2023-04-20,North,Investment,99,159038,79909,4840,74289
2023-09-29,North,Mortgage,106,94001,31937,10484,51580
2023-03-03,West,Credit Card,166,125355,61606,7240,56509
2024-12-18,South,Credit Card,241,109767,85920,2395,21452
2022-04-07,North,Insurance,479,40345,28310,3591,8444
2023-05-11,East,Insurance,266,144772,27128,12176,105468
2023-10-23,South,Investment,160,24528,71988,10043,-57503
2022-01-09,South,Loan,138,28064,62035,3404,-37375
2023-04-02,North,Insurance,409,75905,77784,16617,-18496
2022-09-30,North,Insurance,359,193953,40149,16904,136900
2024-07-28,North,Insurance,358,80757,22796,6392,51569
2024-10-28,South,Investment,206,117964,18553,14788,84623
2022-07-27,West,Mortgage,470,87757,30642,2523,54592
2024-11-22,North,Insurance,118,161011,11158,10288,139565
2022-07-23,South,Mortgage,319,129762,83404,13184,33174
2023-06-02,South,Investment,274,50472,55899,12225,-17652
2023-06-01,East,Loan,460,125425,39179,8912,77334
2023-03-19,North,Credit Card,54,26415,41204,4706,-19495
2023-11-20,West,Credit Card,292,113490,27328,11921,74241
2024-04-29,East,Credit Card,167,32595,47881,6438,-21724
2024-04-12,North,Credit Card,221,74920,14803,4631,55486
2022-12-05,East,Investment,192,120946,40603,17585,62758
2023-01-22,North,Credit Card,372,184395,87556,6221,90618
2024-11-14,East,Investment,306,21140,62089,19667,-60616
2023-05-21,West,Loan,457,66981,72263,15191,-20473
2023-11-11,East,Insurance,414,140836,25456,19945,95435
2023-11-21,East,Insurance,367,34253,68381,12592,-46720
2024-06-03,East,Insurance,127,25745,38547,17146,-29948
2023-09-15,North,Investment,106,136473,74165,9783,52525
2024-06-11,North,Investment,69,199500,54755,4924,139821
2024-08-10,West,Investment,491,93128,33681,12223,47224
2024-02-23,East,Loan,63,82389,59155,12279,10955
2023-05-10,South,Mortgage,255,39999,14754,18049,7196
2024-11-27,East,Investment,286,81236,22477,14489,44270
2024-01-17,South,Investment,230,110182,80599,13604,15979
2023-03-13,South,Insurance,340,93467,21944,9284,62239
2022-12-11,East,Credit Card,495,65085,73615,4429,-12959
2023-07-04,South,Credit Card,238,133919,21867,9953,102099
2024-03-30,South,Loan,196,164030,44380,6085,113565
2023-06-25,East,Credit Card,389,37928,71517,16582,-50171
2022-05-24,North,Mortgage,91,139777,14529,18479,106769
2023-08-11,East,Insurance,477,175556,34787,2105,138664
2023-10-19,West,Loan,403,144059,45008,6316,92735
2022-12-11,South,Credit Card,50,164365,56667,15849,91849
